FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
John-Michael,Hayden,Houston Dynamo,M,"17700.0","17700.0"
Kenneth,Hoerner,Houston Dynamo,M-F,"12900.0","12900.0"
Stuart,Holden,Houston Dynamo,M,"31500.0","31500.0"
Patrick,Ianni,Houston Dynamo,D,"70000.0","103000.0"
Jordan,James,Houston Dynamo,GK,"12900.0","12900.0"
Nate,Jaqua,Houston Dynamo,F,"112500.0","119525.0"
Mpho,Moloi,Houston Dynamo,M,"17700.0","17700.0"
Brian,Mullan,Houston Dynamo,M,"125000.0","125000.0"
Richard,Mulrooney,Houston Dynamo,M,"220000.0","233200.0"
Joseph,Ngwenya,Houston Dynamo,F,"51148.13","62023.13"
Pat,Onstad,Houston Dynamo,GK,"168000.0","168000.0"
Eddie,Robinson,Houston Dynamo,D,"110000.0","110000.0"
Erik,Ustruck,Houston Dynamo,M,"12900.0","12900.0"
Craig,Waibel,Houston Dynamo,D,"85000.0","85000.0"
Zachary,Wells,Houston Dynamo,GK,"50400.0","50400.0"
Chris,Wondolowski,Houston Dynamo,M,"30000.0","30000.0"
Davy,Arnaud,Sporting Kansas City,M,"100000.0","101875.0"
Jose,Burciaga,Sporting Kansas City,D,"100000.0","102500.0"
Eloy,Colombano,Sporting Kansas City,F-M,"42000.0","42000.0"
Jimmy,Conrad,Sporting Kansas City,D,"194750.0","206000.0"
Edson,Elcock,Sporting Kansas City,M-F,"17700.0","17700.0"
Nick,Garcia,Sporting Kansas City,D,"131250.0","136250.0"
Aaron John,Godbolt,Sporting Kansas City,M,"17700.0","17700.0"
Willy,Guadarrama,Sporting Kansas City,F,"12900.0","12900.0"
Michael,Harrington,Sporting Kansas City,D,"36000.0","53500.0"
Kevin,Hartman,Sporting Kansas City,GK,"150000.0","150000.0"
Aaron,Hohlbein,Sporting Kansas City,M-D,"30000.0","30000.0"
Jack,Jewsbury,Sporting Kansas City,M-F,"50000.0","50000.0"
Will,John,Sporting Kansas City,M-F,"33075.0","40575.0"
Eddie,Johnson,Sporting Kansas City,F,"750000.0","875000.0"
Chris,Konopka,Sporting Kansas City,GK,"12900.0","12900.0"
Michael,Kraus,Sporting Kansas City,M-F,"12900.0","12900.0"
Eric,Kronberg,Sporting Kansas City,GK,"30000.0","30000.0"
Amir,Lowery,Sporting Kansas City,M,"12900.0","12900.0"
Carlos,Marinelli,Sporting Kansas City,M,"165000.0","165000.0"
Ryan,McMahen,Sporting Kansas City,M,"30000.0","30000.0"
Kurt,Morsink,Sporting Kansas City,M,"30000.0","30000.0"
Yura,Movsisyan,Sporting Kansas City,F,"35750.0","45750.0"
Ryan,Pore,Sporting Kansas City,F,"44825.0","57325.0"
Ryan,Raybould,Sporting Kansas City,D-M,"30000.0","30000.0"
Scott,Sealy,Sporting Kansas City,F,"33075.0","33075.0"
Sasha,Victorine,Sporting Kansas City,M,"137500.0","140000.0"
Tyson,Wahl,Sporting Kansas City,D,"30000.0","30000.0"
Lance,Watson,Sporting Kansas City,M,"17700.0","17700.0"
Kerry,Zavagnin,Sporting Kansas City,M,"154000.0","154000.0"
Chris,Albright,LA Galaxy,M-D,"142500.0","142500.0"
David,Beckham,LA Galaxy,M,"5500000.08","6500000.04"
Edson,Buddle,LA Galaxy,F,"140000.0","150000.0"
Joe,Cannon,LA Galaxy,GK,"192000.0","192000.0"
Mike,Caso,LA Galaxy,M,"12900.0","12900.0"
Steve,Cronin,LA Galaxy,GK,"34728.75","42228.75"
Landon,Donovan,LA Galaxy,F,"900000.0","900000.0"
Lance,Friesz,LA Galaxy,GK,"12900.0","12900.0"
Gavin,Glinton,LA Galaxy,F,"50000.0","50000.0"
Alan,Gordon,LA Galaxy,F,"30870.0","30870.0"
Kelly,Gray,LA Galaxy,M-D,"85000.0","85000.0"
Ty,Harden,LA Galaxy,D,"30000.0","30000.0"
Kevin,Harmse,LA Galaxy,M,"40800.0","40800.0"
Ante,Jazic,LA Galaxy,D-M,"108000.0","114250.0"
Cobi,Jones,LA Galaxy,M,"95000.0","95000.0"
Quavas,Kirk,LA Galaxy,F,"75000.0","111500.0"
Chris,Klein,LA Galaxy,M,"180000.0","187250.0"
Kyle,Martino,LA Galaxy,M,"52500.0","55297.27"
Carlos,Pavon,LA Galaxy,F,"132000.0","141500.0"
Michael,Randolph,LA Galaxy,D,"17700.0","17700.0"
Troy,Roberts,LA Galaxy,D,"30000.0","30000.0"
Israel,Sesay,LA Galaxy,F,"45000.0","57083.33"
Josh,Tudela,LA Galaxy,M,"17700.0","17700.0"
Peter,Vagenas,LA Galaxy,M,"131250.0","131875.0"
Kyle,Veris,LA Galaxy,D,"17700.0","17700.0"
Abel,Xavier,LA Galaxy,D,"156000.0","156000.0"
Bryan,Byrne,New England Revolution,M,"30000.0","30000.0"
Adam,Cristman,New England Revolution,F,"17700.0","17700.0"
Andy,Dorman,New England Revolution,M,"30870.0","30870.0"
Gary,Flood,New England Revolution,D,"12900.0","12900.0"
Joey,Franchino,New England Revolution,D,"90000.0","90000.0"
Miguel,Gonzalez,New England Revolution,M,"12900.0","12900.0"
Jay,Heaps,New England Revolution,D,"110000.0","113750.0"
Kyle,Helton,New England Revolution,D,"12900.0","12900.0"
Amaechi,Igwe,New England Revolution,F,"45000.0","78000.0"
Avery,John,New England Revolution,D,"63000.0","63750.0"
Shalrie,Joseph,New England Revolution,D,"170625.0","180625.0"
Brad,Knighton,New England Revolution,GK,"12900.0","12900.0"
Jeff,Larentowicz,New England Revolution,M,"30000.0","30000.0"
Marshall,Leonard,New England Revolution,M,"47500.0","47500.0"
Chris,Loftus,New England Revolution,F,"12900.0","12900.0"
Pat,Noonan,New England Revolution,F,"225000.0","227500.0"
Arsene,Oka,New England Revolution,M,"12900.0","12900.0"
Michael,Parkhurst,New England Revolution,D,"80575.0","93075.0"
Steve,Ralston,New England Revolution,M,"150000.0","150000.0"
Matt,Reis,New England Revolution,GK,"150000.0","150000.0"
James,Riley,New England Revolution,D-F,"30870.0","30870.0"
Willie,Sims,New England Revolution,F,"35500.0","43000.0"
Khano,Smith,New England Revolution,F,"44100.0","44100.0"
Ryan,Solle,New England Revolution,M,"17700.0","17700.0"
Wells,Thompson,New England Revolution,M,"30000.0","30000.0"
Taylor,Twellman,New England Revolution,F,"325008.0","350008.0"
Doug,Warren,New England Revolution,GK,"50000.0","50000.0"
Josmer,Altidore,New York Red Bulls,F,"85000.0","108333.0"
Juan Pablo,Angel,New York Red Bulls,F,"1500000.0","1593750.0"
Salvatore,Caccavale,New York Red Bulls,M,"12900.0","12900.0"
Blake,Camp,New York Red Bulls,M,"12900.0","12900.0"
Danny,Cepero,New York Red Bulls,GK,"12900.0","12900.0"
Jon,Conway,New York Red Bulls,GK,"65000.0","65750.0"
Francis,Doe,New York Red Bulls,F,"48000.0","48000.0"
Hunter,Freeman,New York Red Bulls,D-M,"50600.0","60600.0"
Kevin,Goldthwaite,New York Red Bulls,D,"30870.0","30870.0"
Elie,Ikangu,New York Red Bulls,M,"17700.0","17700.0"
Chris,Karcz,New York Red Bulls,M,"12900.0","12900.0"
Dema,Kovalenko,New York Red Bulls,M,"190000.0","197375.0"
Jerrod,Laventure,New York Red Bulls,F,"12900.0","12900.0"
Chris,Leitch,New York Red Bulls,D,"43200.0","43200.0"
Mike,Magee,New York Red Bulls,F,"56206.25","57206.25"
Clint,Mathis,New York Red Bulls,M-F,"270000.0","410000.0"
Carlos,Mendes,New York Red Bulls,D,"62606.25","62606.25"
Jeff,Parke,New York Red Bulls,D,"47250.0","48500.0"
Randi,Patterson,New York Red Bulls,F,"12900.0","12900.0"
Santino,Quaranta,New York Red Bulls,F,"100000.0","105312.5"
Claudio,Reyna,New York Red Bulls,M,"1000008.0","1250008.0"
Dane,Richards,New York Red Bulls,F-M,"30000.0","30000.0"
Markus,Schopp,New York Red Bulls,M,"175000.0","175000.0"
Seth,Stammler,New York Red Bulls,D,"30870.0","30870.0"
Sinisa,Ubiparipovic,New York Red Bulls,F-M,"17700.0","17700.0"
Dave,Van Den Bergh,New York Red Bulls,M,"180000.0","214583.33"
Joe,Vide,New York Red Bulls,M,"17700.0","17700.0"
Ronald,Waterreus,New York Red Bulls,GK,"200000.0","200000.0"
John,Wolyniec,New York Red Bulls,F,"65625.0","65625.0"
David,Monsalve,MLS Pool,GK,"30000.0","30000.0"
Boris,Pardo,MLS Pool,GK,"17700.0","17700.0"
Samuel,Reynolds,MLS Pool,GK,"17700.0","17700.0"
Kenny,Schoeni,MLS Pool,GK,"17700.0","17700.0"
Kyle,Beckerman,Real Salt Lake,M,"120000.0","122500.0"
Nikolas,Besagno,Real Salt Lake,M,"75000.0","111500.0"
Kyle,Brown,Real Salt Lake,F,"17700.0","17700.0"
Chris,Brown,Real Salt Lake,M-F,"70000.0","70000.0"
Steven,Curfman,Real Salt Lake,M,"12900.0","12900.0"
Kenny,Cutler,Real Salt Lake,M,"30000.0","30000.0"
Alecko,Eskandarian,Real Salt Lake,F,"155000.0","175500.0"
Edgar,Espindola,Real Salt Lake,F,"72000.0","72000.0"
Robert,Findley,Real Salt Lake,F,"36000.0","48500.0"
Willis,Forko,Real Salt Lake,D,"30000.0","30000.0"
Atiba,Harris,Real Salt Lake,F,"30000.0","30000.0"
Duke,Hashimoto,Real Salt Lake,F,"17700.0","17700.0"
Christian,Jimenez,Real Salt Lake,M,"33075.0","43075.0"
Jean-Martial,Kipre,Real Salt Lake,D,"30000.0","30000.0"
Dustin,Kirby,Real Salt Lake,D,"12900.0","12900.0"
Ritchie,Kotschau,Real Salt Lake,D,"69300.0","70175.0"
Chris,Lancos,Real Salt Lake,D,"17700.0","17700.0"
Matias,Mantilla,Real Salt Lake,D,"48000.0","48000.0"
Javier,Morales,Real Salt Lake,M,"120000.0","120000.0"
Eddie,Pope,Real Salt Lake,D,"265000.0","265000.0"
Kyle,Reynish,Real Salt Lake,GK,"17700.0","17700.0"
Nick,Rimando,Real Salt Lake,GK,"64125.0","68468.75"
Chris,Seitz,Real Salt Lake,GK,"55000.0","90500.0"
Jack,Stewart,Real Salt Lake,D,"41081.25","48581.25"
Nathan,Sturgis,Real Salt Lake,M,"70000.0","103000.0"
Carey,Talley,Real Salt Lake,D,"118248.0","118248.0"
Jamie,Watson,Real Salt Lake,F,"45100.0","50100.0"
Andy,Williams,Real Salt Lake,F,"70008.0","70008.0"
Chris,Wingert,Real Salt Lake,D,"54993.75","62493.75"
Nana,Attakora-Gyan,Toronto FC,D,"12900.0","12900.0"
Andrew,Boyens,Toronto FC,D,"30000.0","47500.0"
Adam,Braz,Toronto FC,D,"67200.0","74950.0"
Jim,Brennan,Toronto FC,D,"150000.0","158000.0"
Maycoll,Canizalez,Toronto FC,M,"36000.0","40000.0"
Jeffrey,Cunningham,Toronto FC,F,"220000.0","232500.0"
Daniel,Dichio,Toronto FC,F,"150000.0","158125.0"
Srdjan,Djekanovic,Toronto FC,GK,"17700.0","17700.0"
Todd,Dunivant,Toronto FC,D,"99750.0","99750.0"
Maurice,Edu,Toronto FC,M,"50000.0","132500.0"
Gabriel,Gala,Toronto FC,M,"12900.0","12900.0"
David,Guzman,Toronto FC,M,"12900.0","12900.0"
Tyler,Hemming,Toronto FC,M,"17700.0","17700.0"
Andrea,Lombardo,Toronto FC,F,"30000.0","30000.0"
Stephen,Lumley,Toronto FC,D,"12900.0","12900.0"
Tyrone,Marshall,Toronto FC,D,"142000.0","149500.0"
Joey,Melo,Toronto FC,M,"12900.0","12900.0"
Cristian,Nunez,Toronto FC,M,"17700.0","17700.0"
Ronnie,O'Brien,Toronto FC,M,"240000.0","258750.0"
Chris,Pozniak,Toronto FC,D,"90000.0","95000.0"
Marco,Reda,Toronto FC,D,"100000.0","105000.0"
Carl,Robinson,Toronto FC,M,"300000.0","315000.0"
Collin,Samuel,Toronto FC,F,"90000.0","115000.0"
Kenny,Stamatopolus,Toronto FC,GK,"30000.0","37500.0"
Greg,Sutton,Toronto FC,GK,"125000.0","132562.5"
Andrew,Welsh,Toronto FC,M,"195000.0","204750.0"
Marvell,Wynne,Toronto FC,D,"47500.0","150000.0"
